spec;n;d_max;dam_max;k1;k2;k3;k4;k5;k6;k7;b;p;em;ef;edif
reg lnd c.dam#c.female dam female   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;1;1;1;1;.000021843056;.19109818;1.9841383;2.2200828;1.3188454
reg lnd c.dam#c.female dam female c.year##c.dam if d<9999999 & dam<9999999, robu;94;9999999;9999999;1;1;1;1;1;1;2;.000020927957;.19852951;1.9721261;2.2353117;1.7903494
reg lnd c.dam#c.female dam female c.post79##c.dam if d<9999999 & dam<9999999, ro;94;9999999;9999999;1;1;1;1;1;1;3;.000016710361;.24318396;1.9953778;2.2250795;1.7798295
reg lnd c.dam#c.female dam female c.zmin#c.female zmin   if d<9999999 & dam<9999;94;9999999;9999999;1;1;1;1;1;2;1;.000028508626;.16971341;1.9974879;2.2114387;1.7155429
reg lnd c.dam#c.female dam female c.zmin#c.female zmin c.year##c.dam if d<999999;94;9999999;9999999;1;1;1;1;1;2;2;.000028215758;.1672986;1.9895346;2.2171154;1.8793106
reg lnd c.dam#c.female dam female c.zmin#c.female zmin c.post79##c.dam if d<9999;94;9999999;9999999;1;1;1;1;1;2;3;.000026669077;.14577515;2.0065689;2.2109013;1.8652974
reg lnd c.dam#c.female dam female c.zwin#c.female zwin   if d<9999999 & dam<9999;94;9999999;9999999;1;1;1;1;1;3;1;.000019328148;.42965311;1.9916917;2.2032058;1.6318684
reg lnd c.dam#c.female dam female c.zwin#c.female zwin c.year##c.dam if d<999999;94;9999999;9999999;1;1;1;1;1;3;2;.000020370893;.38019845;1.9198273;2.2296009;1.9893975
reg lnd c.dam#c.female dam female c.zwin#c.female zwin c.post79##c.dam if d<9999;94;9999999;9999999;1;1;1;1;1;3;3;.000020587442;.37471989;1.9456902;2.2246735;2.059494
reg lnd c.dam#c.female dam female c.zcat#c.female zcat   if d<9999999 & dam<9999;94;9999999;9999999;1;1;1;1;1;4;1;.000012064242;.62445527;1.9863505;2.199789;1.8985955
reg lnd c.dam#c.female dam female c.zcat#c.female zcat c.year##c.dam if d<999999;94;9999999;9999999;1;1;1;1;1;4;2;.000012513051;.59741861;1.9296761;2.2236128;2.4327128
reg lnd c.dam#c.female dam female c.zcat#c.female zcat c.post79##c.dam if d<9999;94;9999999;9999999;1;1;1;1;1;4;3;.000011482983;.62020314;1.9590497;2.2151546;2.3469801
reg lnd c.dam#c.female dam female c.z3#c.female z3   if d<9999999 & dam<9999999,;94;9999999;9999999;1;1;1;1;1;5;1;.000022151962;.35375667;1.99931;2.2027211;1.7449493
reg lnd c.dam#c.female dam female c.z3#c.female z3 c.year##c.dam if d<9999999 & ;94;9999999;9999999;1;1;1;1;1;5;2;.000021899539;.342484;1.9454;2.2243807;2.1417022
reg lnd c.dam#c.female dam female c.z3#c.female z3 c.post79##c.dam if d<9999999 ;94;9999999;9999999;1;1;1;1;1;5;3;.000022080691;.32010856;1.9699121;2.2177882;2.1268997
reg lnd female dam z3   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;1;1;6;1;.18944933;.44898671;2.0201297;2.209579;2.1810403
reg lnd female dam z3 c.year##c.dam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;1;1;6;2;.25998998;.27734572;1.9745092;2.2344992;3.0782814
reg lnd female dam z3 c.post79##c.dam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;1;1;6;3;.22173142;.34467372;2.0043309;2.2260623;2.6565638
reg lnd c.lndam#c.female lndam female   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;1;2;1;1;.17859861;.065506704;2.0799718;2.151309;3.3213165
reg lnd c.lndam#c.female lndam female c.year##c.lndam if d<9999999 & dam<9999999;94;9999999;9999999;1;1;1;1;2;1;2;.17166851;.15523206;2.0407717;2.1712153;6.1649756
reg lnd c.lndam#c.female lndam female c.post79##c.lndam if d<9999999 & dam<99999;94;9999999;9999999;1;1;1;1;2;1;3;.11699032;.31856865;2.0185924;2.1737516;6.0769405
reg lnd c.lndam#c.female lndam female c.zmin#c.female zmin   if d<9999999 & dam<;94;9999999;9999999;1;1;1;1;2;2;1;.10278233;.49862763;2.0726354;2.1612267;4.1086116
reg lnd c.lndam#c.female lndam female c.zmin#c.female zmin c.year##c.lndam if d<;94;9999999;9999999;1;1;1;1;2;2;2;.084636785;.6094175;2.038686;2.1799583;6.6565423
reg lnd c.lndam#c.female lndam female c.zmin#c.female zmin c.post79##c.lndam if ;94;9999999;9999999;1;1;1;1;2;2;3;.047093555;.75447506;2.0251417;2.177918;6.0936513
reg lnd c.lndam#c.female lndam female c.zwin#c.female zwin   if d<9999999 & dam<;94;9999999;9999999;1;1;1;1;2;3;1;.074103944;.587506;2.0827825;2.1505139;3.0349333
reg lnd c.lndam#c.female lndam female c.zwin#c.female zwin c.year##c.lndam if d<;94;9999999;9999999;1;1;1;1;2;3;2;.061989162;.68505013;2.0224912;2.1783044;7.2486491
reg lnd c.lndam#c.female lndam female c.zwin#c.female zwin c.post79##c.lndam if ;94;9999999;9999999;1;1;1;1;2;3;3;.017842053;.90245885;2.0113306;2.178663;6.4613619
reg lnd c.lndam#c.female lndam female c.zcat#c.female zcat   if d<9999999 & dam<;94;9999999;9999999;1;1;1;1;2;4;1;.070182964;.61945528;2.0783291;2.1503422;3.2179344
reg lnd c.lndam#c.female lndam female c.zcat#c.female zcat c.year##c.lndam if d<;94;9999999;9999999;1;1;1;1;2;4;2;.054981135;.72812748;2.0247552;2.176131;6.9587183
reg lnd c.lndam#c.female lndam female c.zcat#c.female zcat c.post79##c.lndam if ;94;9999999;9999999;1;1;1;1;2;4;3;.008261472;.95576173;2.0103643;2.1762934;6.3039684
reg lnd c.lndam#c.female lndam female c.z3#c.female z3   if d<9999999 & dam<9999;94;9999999;9999999;1;1;1;1;2;5;1;.064936593;.65648937;2.0831294;2.1526155;3.0897014
reg lnd c.lndam#c.female lndam female c.z3#c.female z3 c.year##c.lndam if d<9999;94;9999999;9999999;1;1;1;1;2;5;2;.047624115;.76814878;2.0264666;2.1801374;7.1463699
reg lnd c.lndam#c.female lndam female c.z3#c.female z3 c.post79##c.lndam if d<99;94;9999999;9999999;1;1;1;1;2;5;3;.0074119745;.96064687;2.0149493;2.1793654;6.3487701
reg lnd female lndam z3   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;1;2;6;1;.048047259;.8268978;2.1164033;2.1644506;2.1275108
reg lnd female lndam z3 c.year##c.lndam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;1;2;6;2;.14246969;.53526056;2.053684;2.1961539;6.166306
reg lnd female lndam z3 c.post79##c.lndam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;1;2;6;3;.15449655;.50967079;2.0295625;2.1840589;5.6413784
nbreg d c.dam#c.female dam female   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;2;1;1;1;9.7061957e-06;.81720972;11.395678;23.334173;11.938497
nbreg d c.dam#c.female dam female c.year##c.dam if d<9999999 & dam<9999999, robu;94;9999999;9999999;1;1;1;2;1;1;2;4.8251459e-06;.90905797;14.263667;20.408463;6.1447949
nbreg d c.dam#c.female dam female c.post79##c.dam if d<9999999 & dam<9999999, ro;94;9999999;9999999;1;1;1;2;1;1;3;9.1873596e-07;.97967273;14.545122;19.797148;5.2520256
nbreg d c.dam#c.female dam female c.zmin#c.female zmin   if d<9999999 & dam<9999;94;9999999;9999999;1;1;1;2;1;2;1;.000065529115;.047405388;9.5959311;19.468029;9.872097
nbreg d c.dam#c.female dam female c.zmin#c.female zmin c.year##c.dam if d<999999;94;9999999;9999999;1;1;1;2;1;2;2;.000064036278;.0061884201;12.051109;16.714663;4.6635523
nbreg d c.dam#c.female dam female c.zmin#c.female zmin c.post79##c.dam if d<9999;94;9999999;9999999;1;1;1;2;1;2;3;.00004105382;.026665403;12.233099;16.424719;4.1916203
nbreg d c.dam#c.female dam female c.zwin#c.female zwin   if d<9999999 & dam<9999;94;9999999;9999999;1;1;1;2;1;3;1;.000024451176;.61633384;11.471561;17.997431;6.5258694
nbreg d c.dam#c.female dam female c.zwin#c.female zwin c.year##c.dam if d<999999;94;9999999;9999999;1;1;1;2;1;3;2;.000017414455;.72038376;11.42429;18.282276;6.8579869
nbreg d c.dam#c.female dam female c.zwin#c.female zwin c.post79##c.dam if d<9999;94;9999999;9999999;1;1;1;2;1;3;3;.000010295226;.80983222;12.135905;17.488527;5.352622
nbreg d c.dam#c.female dam female c.zcat#c.female zcat   if d<9999999 & dam<9999;94;9999999;9999999;1;1;1;2;1;4;1;.000014491271;.76211274;11.3706;18.054565;6.6839662
nbreg d c.dam#c.female dam female c.zcat#c.female zcat c.year##c.dam if d<999999;94;9999999;9999999;1;1;1;2;1;4;2;3.5112370e-07;.99394971;11.83059;17.856363;6.0257726
nbreg d c.dam#c.female dam female c.zcat#c.female zcat c.post79##c.dam if d<9999;94;9999999;9999999;1;1;1;2;1;4;3;-6.0662928e-06;.87833637;12.543724;16.920393;4.3766699
nbreg d c.dam#c.female dam female c.z3#c.female z3   if d<9999999 & dam<9999999,;94;9999999;9999999;1;1;1;2;1;5;1;.000042170988;.40150461;11.318776;18.160112;6.8413367
nbreg d c.dam#c.female dam female c.z3#c.female z3 c.year##c.dam if d<9999999 & ;94;9999999;9999999;1;1;1;2;1;5;2;.000027986307;.60598636;12.322045;17.573687;5.2516408
nbreg d c.dam#c.female dam female c.z3#c.female z3 c.post79##c.dam if d<9999999 ;94;9999999;9999999;1;1;1;2;1;5;3;.000019707555;.643314;12.815695;16.772007;3.9563129
nbreg d female dam z3   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;2;1;6;1;.43567696;.21988891;11.951696;18.477434;6.5257373
nbreg d female dam z3 c.year##c.dam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;2;1;6;2;.28344789;.3594386;13.258289;17.603025;4.3447371
nbreg d female dam z3 c.post79##c.dam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;2;1;6;3;.22284244;.46670777;13.51636;16.890364;3.3740034
nbreg d c.lndam#c.female lndam female   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;2;2;1;1;.27244747;.035094004;9.1285706;13.738029;4.609458
nbreg d c.lndam#c.female lndam female c.year##c.lndam if d<9999999 & dam<9999999;94;9999999;9999999;1;1;1;2;2;1;2;.27546325;.055456273;9.171279;13.689758;4.5184798
nbreg d c.lndam#c.female lndam female c.post79##c.lndam if d<9999999 & dam<99999;94;9999999;9999999;1;1;1;2;2;1;3;.22819787;.10146509;8.6751881;13.824315;5.149127
nbreg d c.lndam#c.female lndam female c.zmin#c.female zmin   if d<9999999 & dam<;94;9999999;9999999;1;1;1;2;2;2;1;.11841017;.53700656;9.1372147;13.208856;4.071641
nbreg d c.lndam#c.female lndam female c.zmin#c.female zmin c.year##c.lndam if d<;94;9999999;9999999;1;1;1;2;2;2;2;.079578198;.70598745;9.2244301;13.169052;3.9446223
nbreg d c.lndam#c.female lndam female c.zmin#c.female zmin c.post79##c.lndam if ;94;9999999;9999999;1;1;1;2;2;2;3;.021761613;.91253358;8.885582;12.889064;4.0034819
nbreg d c.lndam#c.female lndam female c.zwin#c.female zwin   if d<9999999 & dam<;94;9999999;9999999;1;1;1;2;2;3;1;.013247998;.93434453;8.5447884;12.660086;4.1152968
nbreg d c.lndam#c.female lndam female c.zwin#c.female zwin c.year##c.lndam if d<;94;9999999;9999999;1;1;1;2;2;3;2;.016107297;.92353725;7.9649158;13.099059;5.1341438
nbreg d c.lndam#c.female lndam female c.zwin#c.female zwin c.post79##c.lndam if ;94;9999999;9999999;1;1;1;2;2;3;3;-.021193439;.89457303;7.608675;13.195491;5.5868158
nbreg d c.lndam#c.female lndam female c.zcat#c.female zcat   if d<9999999 & dam<;94;9999999;9999999;1;1;1;2;2;4;1;.031146547;.84572595;8.4319048;12.731285;4.2993808
nbreg d c.lndam#c.female lndam female c.zcat#c.female zcat c.year##c.lndam if d<;94;9999999;9999999;1;1;1;2;2;4;2;.027286623;.87557852;7.9526892;13.128031;5.1753416
nbreg d c.lndam#c.female lndam female c.zcat#c.female zcat c.post79##c.lndam if ;94;9999999;9999999;1;1;1;2;2;4;3;-.017414948;.91578186;7.5640688;13.180161;5.6160917
nbreg d c.lndam#c.female lndam female c.z3#c.female z3   if d<9999999 & dam<9999;94;9999999;9999999;1;1;1;2;2;5;1;-.013228317;.94057977;8.7109346;12.763411;4.0524764
nbreg d c.lndam#c.female lndam female c.z3#c.female z3 c.year##c.lndam if d<9999;94;9999999;9999999;1;1;1;2;2;5;2;-.025555311;.89330399;8.2544518;13.147953;4.8935018
nbreg d c.lndam#c.female lndam female c.z3#c.female z3 c.post79##c.lndam if d<99;94;9999999;9999999;1;1;1;2;2;5;3;-.067776486;.70437056;7.9168925;13.082171;5.1652789
nbreg d female lndam z3   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;2;2;6;1;.34057659;.24896258;10.053364;14.132595;4.0792317
nbreg d female lndam z3 c.year##c.lndam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;2;2;6;2;.43108407;.17262392;9.4626541;14.562314;5.0996599
nbreg d female lndam z3 c.post79##c.lndam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;1;2;2;6;3;.44356444;.15248339;9.0400429;14.086662;5.0466189
reg lnd c.dam#c.masfem dam masfem   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;1;1;1;1;2.8366248e-06;.23657659;1.9891388;2.2171333;1.1417906
reg lnd c.dam#c.masfem dam masfem c.year##c.dam if d<9999999 & dam<9999999, robu;94;9999999;9999999;1;1;2;1;1;1;2;2.7963113e-06;.24034901;1.9854866;2.2288742;1.5026911
reg lnd c.dam#c.masfem dam masfem c.post79##c.dam if d<9999999 & dam<9999999, ro;94;9999999;9999999;1;1;2;1;1;1;3;2.2152758e-06;.27178958;2.0075171;2.219249;1.5395496
reg lnd c.dam#c.masfem dam masfem c.zmin#c.masfem zmin   if d<9999999 & dam<9999;94;9999999;9999999;1;1;2;1;1;2;1;3.7742197e-06;.1790631;2.016279;2.2015181;1.3010079
reg lnd c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.year##c.dam if d<999999;94;9999999;9999999;1;1;2;1;1;2;2;3.7724212e-06;.19028106;2.0123043;2.2067027;1.4481574
reg lnd c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.post79##c.dam if d<9999;94;9999999;9999999;1;1;2;1;1;2;3;3.5143778e-06;.1687635;2.0285051;2.2011054;1.4687788
reg lnd c.dam#c.masfem dam masfem c.zwin#c.masfem zwin   if d<9999999 & dam<9999;94;9999999;9999999;1;1;2;1;1;3;1;1.4828606e-06;.65978408;1.9939951;2.1996505;1.5579271
reg lnd c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.year##c.dam if d<999999;94;9999999;9999999;1;1;2;1;1;3;2;1.6388462e-06;.62925982;1.9417745;2.2177353;1.7506645
reg lnd c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.post79##c.dam if d<9999;94;9999999;9999999;1;1;2;1;1;3;3;1.6588042e-06;.61107707;1.9661717;2.2134669;1.8226477
reg lnd c.dam#c.masfem dam masfem c.zcat#c.masfem zcat   if d<9999999 & dam<9999;94;9999999;9999999;1;1;2;1;1;4;1;8.2246470e-07;.80354702;1.9855155;2.1984618;1.8565035
reg lnd c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.year##c.dam if d<999999;94;9999999;9999999;1;1;2;1;1;4;2;9.0483655e-07;.78468907;1.9424925;2.215647;2.1899343
reg lnd c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.post79##c.dam if d<9999;94;9999999;9999999;1;1;2;1;1;4;3;8.2269833e-07;.79476416;1.9682848;2.2090695;2.1527896
reg lnd c.dam#c.masfem dam masfem c.z3#c.masfem z3   if d<9999999 & dam<9999999,;94;9999999;9999999;1;1;2;1;1;5;1;2.2900326e-06;.4846203;2.0077877;2.1958663;1.5015664
reg lnd c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.year##c.dam if d<9999999 & ;94;9999999;9999999;1;1;2;1;1;5;2;2.2973486e-06;.48857167;1.9682286;2.2117;1.7487558
reg lnd c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.post79##c.dam if d<9999999 ;94;9999999;9999999;1;1;2;1;1;5;3;2.2924050e-06;.46342725;1.9909818;2.2062221;1.7671646
reg lnd masfem dam z3   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;1;1;6;1;.034210671;.40939707;2.0150628;2.2121162;2.2825155
reg lnd masfem dam z3 c.year##c.dam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;1;1;6;2;.042423937;.28755051;1.9847777;2.2291396;2.891521
reg lnd masfem dam z3 c.post79##c.dam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;1;1;6;3;.035499796;.36656675;2.0159042;2.2203829;2.4742055
reg lnd c.lndam#c.masfem lndam masfem   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;1;2;1;1;.028998667;.11186156;2.0344088;2.1804299;7.1098809
reg lnd c.lndam#c.masfem lndam masfem c.year##c.lndam if d<9999999 & dam<9999999;94;9999999;9999999;1;1;2;1;2;1;2;.027903447;.18724786;2.000016;2.1981869;9.7911777
reg lnd c.lndam#c.masfem lndam masfem c.post79##c.lndam if d<9999999 & dam<99999;94;9999999;9999999;1;1;2;1;2;1;3;.020928621;.31536889;1.9923832;2.1895144;8.0546055
reg lnd c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin   if d<9999999 & dam<;94;9999999;9999999;1;1;2;1;2;2;1;.014139829;.60616672;2.046314;2.1751356;6.0501466
reg lnd c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.year##c.lndam if d<;94;9999999;9999999;1;1;2;1;2;2;2;.011344899;.69552362;2.0178988;2.1904795;8.2034035
reg lnd c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.post79##c.lndam if ;94;9999999;9999999;1;1;2;1;2;2;3;.0067477301;.80192047;2.0131056;2.1812553;6.8764257
reg lnd c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin   if d<9999999 & dam<;94;9999999;9999999;1;1;2;1;2;3;1;.0081942519;.73906463;2.0315671;2.1773064;6.4757266
reg lnd c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.year##c.lndam if d<;94;9999999;9999999;1;1;2;1;2;3;2;.0067371815;.7996282;1.9833825;2.1995647;9.8541718
reg lnd c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.post79##c.lndam if ;94;9999999;9999999;1;1;2;1;2;3;3;.0016689178;.94735444;1.9821891;2.1913116;8.0317678
reg lnd c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat   if d<9999999 & dam<;94;9999999;9999999;1;1;2;1;2;4;1;.0081204427;.74254441;2.0237265;2.1782041;6.8789563
reg lnd c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.year##c.lndam if d<;94;9999999;9999999;1;1;2;1;2;4;2;.005959996;.82336015;1.9786386;2.1996114;10.124412
reg lnd c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.post79##c.lndam if ;94;9999999;9999999;1;1;2;1;2;4;3;.00053025322;.9833957;1.9755797;2.1909344;8.1922731
reg lnd c.lndam#c.masfem lndam masfem c.z3#c.masfem z3   if d<9999999 & dam<9999;94;9999999;9999999;1;1;2;1;2;5;1;.0062480206;.80720681;2.0377374;2.1748695;6.1043782
reg lnd c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.year##c.lndam if d<9999;94;9999999;9999999;1;1;2;1;2;5;2;.0039734612;.88510478;1.991984;2.1967659;9.4696512
reg lnd c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.post79##c.lndam if d<99;94;9999999;9999999;1;1;2;1;2;5;3;-.00071603176;.97783267;1.9896719;2.1882808;7.7263279
reg lnd masfem lndam z3   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;1;2;6;1;.024190553;.50361103;2.0543263;2.1936641;6.2902761
reg lnd masfem lndam z3 c.year##c.lndam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;1;2;6;2;.035090018;.35858247;2.0131128;2.2152312;8.9793863
reg lnd masfem lndam z3 c.post79##c.lndam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;1;2;6;3;.033491604;.39364767;2.0038354;2.1967473;7.1721373
nbreg d c.dam#c.masfem dam masfem   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;2;1;1;1;9.1452307e-07;.88970077;11.617512;22.965883;11.348372
nbreg d c.dam#c.masfem dam masfem c.year##c.dam if d<9999999 & dam<9999999, robu;94;9999999;9999999;1;1;2;2;1;1;2;2.8561257e-07;.96434087;14.092449;20.443634;6.3511858
nbreg d c.dam#c.masfem dam masfem c.post79##c.dam if d<9999999 & dam<9999999, ro;94;9999999;9999999;1;1;2;2;1;1;3;-5.5886776e-08;.99146062;14.211028;19.907583;5.6965547
nbreg d c.dam#c.masfem dam masfem c.zmin#c.masfem zmin   if d<9999999 & dam<9999;94;9999999;9999999;1;1;2;2;1;2;1;8.4333979e-06;.17559527;9.8941078;19.421112;9.5270052
nbreg d c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.year##c.dam if d<999999;94;9999999;9999999;1;1;2;2;1;2;2;8.0444242e-06;.072510973;12.082395;16.941792;4.8593965
nbreg d c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.post79##c.dam if d<9999;94;9999999;9999999;1;1;2;2;1;2;3;5.7066800e-06;.04193566;12.095654;16.534586;4.4389324
nbreg d c.dam#c.masfem dam masfem c.zwin#c.masfem zwin   if d<9999999 & dam<9999;94;9999999;9999999;1;1;2;2;1;3;1;1.4268727e-06;.86851573;11.72679;17.846611;6.1198211
nbreg d c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.year##c.dam if d<999999;94;9999999;9999999;1;1;2;2;1;3;2;5.8397171e-07;.93887621;11.863009;17.988819;6.1258106
nbreg d c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.post79##c.dam if d<9999;94;9999999;9999999;1;1;2;2;1;3;3;2.3747198e-07;.96957868;12.406419;17.32789;4.9214711
nbreg d c.dam#c.masfem dam masfem c.zcat#c.masfem zcat   if d<9999999 & dam<9999;94;9999999;9999999;1;1;2;2;1;4;1;4.0357540e-07;.96030205;11.559068;17.895052;6.3359847
nbreg d c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.year##c.dam if d<999999;94;9999999;9999999;1;1;2;2;1;4;2;-7.4081225e-07;.90979308;12.05953;17.666279;5.60675
nbreg d c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.post79##c.dam if d<9999;94;9999999;9999999;1;1;2;2;1;4;3;-9.5730218e-07;.85639548;12.571447;16.924459;4.3530126
nbreg d c.dam#c.masfem dam masfem c.z3#c.masfem z3   if d<9999999 & dam<9999999,;94;9999999;9999999;1;1;2;2;1;5;1;3.9811439e-06;.67300856;11.581953;18.049196;6.4672432
nbreg d c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.year##c.dam if d<9999999 & ;94;9999999;9999999;1;1;2;2;1;5;2;2.2659485e-06;.78213251;12.600974;17.446161;4.8451881
nbreg d c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.post79##c.dam if d<9999999 ;94;9999999;9999999;1;1;2;2;1;5;3;2.2112913e-06;.71040499;12.903792;16.751534;3.8477409
nbreg d masfem dam z3   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;2;1;6;1;.073165916;.21159229;12.045013;18.358385;6.3133721
nbreg d masfem dam z3 c.year##c.dam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;2;1;6;2;.049161747;.32671338;13.242049;17.576609;4.3345599
nbreg d masfem dam z3 c.post79##c.dam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;2;1;6;3;.041598685;.39813715;13.338511;16.949932;3.6114211
nbreg d c.lndam#c.masfem lndam masfem   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;2;2;1;1;.037585814;.086023107;8.6409006;14.191852;5.550951
nbreg d c.lndam#c.masfem lndam masfem c.year##c.lndam if d<9999999 & dam<9999999;94;9999999;9999999;1;1;2;2;2;1;2;.036628306;.10956924;8.5084133;14.334059;5.8256464
nbreg d c.lndam#c.masfem lndam masfem c.post79##c.lndam if d<9999999 & dam<99999;94;9999999;9999999;1;1;2;2;2;1;3;.033059672;.12024829;8.2431479;14.06131;5.8181615
nbreg d c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin   if d<9999999 & dam<;94;9999999;9999999;1;1;2;2;2;2;1;.011318897;.75139791;8.8452644;13.397151;4.5518866
nbreg d c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.year##c.lndam if d<;94;9999999;9999999;1;1;2;2;2;2;2;.0037734497;.91968834;8.844717;13.36078;4.5160627
nbreg d c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.post79##c.lndam if ;94;9999999;9999999;1;1;2;2;2;2;3;.0014301395;.96588832;8.6468973;12.831783;4.184886
nbreg d c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin   if d<9999999 & dam<;94;9999999;9999999;1;1;2;2;2;3;1;-.0016720237;.95386767;8.2378569;12.90403;4.6661739
nbreg d c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.year##c.lndam if d<;94;9999999;9999999;1;1;2;2;2;3;2;-.0025032084;.93161696;7.7491875;13.312501;5.563314
nbreg d c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.post79##c.lndam if ;94;9999999;9999999;1;1;2;2;2;3;3;-.0041373204;.87794197;7.5616474;13.135924;5.5742769
nbreg d c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat   if d<9999999 & dam<;94;9999999;9999999;1;1;2;2;2;4;1;.0014330361;.959562;8.0918741;12.95463;4.8627563
nbreg d c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.year##c.lndam if d<;94;9999999;9999999;1;1;2;2;2;4;2;-.00063184969;.98278129;7.6392989;13.348551;5.7092519
nbreg d c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.post79##c.lndam if ;94;9999999;9999999;1;1;2;2;2;4;3;-.0031556208;.90640777;7.4314742;13.137691;5.7062163
nbreg d c.lndam#c.masfem lndam masfem c.z3#c.masfem z3   if d<9999999 & dam<9999;94;9999999;9999999;1;1;2;2;2;5;1;-.0072342097;.81724322;8.3727751;12.932528;4.5597539
nbreg d c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.year##c.lndam if d<9999;94;9999999;9999999;1;1;2;2;2;5;2;-.010013358;.75835091;7.9659982;13.280883;5.3148851
nbreg d c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.post79##c.lndam if d<99;94;9999999;9999999;1;1;2;2;2;5;3;-.011560346;.69563067;7.7927184;12.973902;5.1811829
nbreg d masfem lndam z3   if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;2;2;6;1;.088301659;.052002382;8.844614;14.70851;5.8638959
nbreg d masfem lndam z3 c.year##c.lndam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;2;2;6;2;.1032047;.036836591;8.3436756;15.119161;6.7754855
nbreg d masfem lndam z3 c.post79##c.lndam if d<9999999 & dam<9999999, robust;94;9999999;9999999;1;1;2;2;2;6;3;.098536931;.044610336;8.1913033;14.449296;6.2579932
reg lnd c.dam#c.female dam female   if d<9999999 & dam<75260, robust;92;9999999;75260;1;2;1;1;1;1;1;-.000019760726;.4744052;2.0050902;2.110899;.24755937
