spec;n;d_max;dam_max;k1;k2;k3;k4;k5;k6;k7;b;p;em;ef;edif
reg lnd masfem dam z3   if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;1;1;6;1;.013729298;.72674108;2.0150819;2.0941627;.2291403
reg lnd masfem dam z3 c.year##c.dam if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;1;1;6;2;.021398582;.56888396;1.9849697;2.1082256;.39462796
reg lnd masfem dam z3 c.post79##c.dam if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;1;1;6;3;.017981321;.63779849;1.996964;2.1005363;.27035442
reg lnd c.lndam#c.masfem lndam masfem   if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;1;2;1;1;.022197867;.17418484;1.9868923;2.0874765;1.8263813
reg lnd c.lndam#c.masfem lndam masfem c.year##c.lndam if d<1833 & dam<75260, rob;92;1833;75260;2;2;2;1;2;1;2;.015657531;.38204047;1.9716761;2.0976887;2.2139711
reg lnd c.lndam#c.masfem lndam masfem c.post79##c.lndam if d<1833 & dam<75260, r;92;1833;75260;2;2;2;1;2;1;3;.0083867479;.60016429;1.9568241;2.0734794;1.8194034
reg lnd c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin   if d<1833 & dam<752;92;1833;75260;2;2;2;1;2;2;1;.010863266;.68250161;1.9956244;2.0823171;1.506759
reg lnd c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.year##c.lndam if d<;92;1833;75260;2;2;2;1;2;2;2;.0027011393;.92063344;1.9825131;2.0913312;1.8165741
reg lnd c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.post79##c.lndam if ;92;1833;75260;2;2;2;1;2;2;3;-.0012324876;.9596836;1.968995;2.0687447;1.4939598
reg lnd c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin   if d<1833 & dam<752;92;1833;75260;2;2;2;1;2;3;1;-.0084633138;.70746201;1.943027;2.0798702;2.3738108
reg lnd c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.year##c.lndam if d<;92;1833;75260;2;2;2;1;2;3;2;-.014994044;.5320518;1.9194609;2.0932579;2.8633039
reg lnd c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.post79##c.lndam if ;92;1833;75260;2;2;2;1;2;3;3;-.020281555;.32999858;1.910184;2.0695357;2.3494565
reg lnd c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat   if d<1833 & dam<752;92;1833;75260;2;2;2;1;2;4;1;-.0058377902;.79624403;1.9377284;2.0809927;2.4603376
reg lnd c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.year##c.lndam if d<;92;1833;75260;2;2;2;1;2;4;2;-.012874131;.59039372;1.9128215;2.0947657;2.9700165
reg lnd c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.post79##c.lndam if ;92;1833;75260;2;2;2;1;2;4;3;-.018915772;.35931081;1.9003356;2.0705411;2.4648588
reg lnd c.lndam#c.masfem lndam masfem c.z3#c.masfem z3   if d<1833 & dam<75260, ;92;1833;75260;2;2;2;1;2;5;1;-.0065564965;.78653449;1.9684076;2.0779376;1.9062104
reg lnd c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.year##c.lndam if d<1833;92;1833;75260;2;2;2;1;2;5;2;-.013868806;.58252621;1.9416864;2.0923855;2.4967315
reg lnd c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.post79##c.lndam if d<18;92;1833;75260;2;2;2;1;2;5;3;-.018708542;.39281031;1.9319276;2.068676;2.0295262
reg lnd masfem lndam z3   if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;1;2;6;1;.013708943;.69759041;2.015162;2.0941255;1.5114647
reg lnd masfem lndam z3 c.year##c.lndam if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;1;2;6;2;.019851619;.58464503;1.9887463;2.1030915;2.0639071
reg lnd masfem lndam z3 c.post79##c.lndam if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;1;2;6;3;.018963767;.60254985;1.9654312;2.0746624;1.7350087
nbreg d c.dam#c.masfem dam masfem   if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;2;1;1;1;-3.2812443e-06;.65802181;10.910353;20.540993;9.630641
nbreg d c.dam#c.masfem dam masfem c.year##c.dam if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;2;1;1;2;-5.8978239e-06;.38899344;13.317533;18.105387;4.7878547
nbreg d c.dam#c.masfem dam masfem c.post79##c.dam if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;2;1;1;3;-6.2561535e-06;.38049337;13.251437;17.874746;4.6233087
nbreg d c.dam#c.masfem dam masfem c.zmin#c.masfem zmin   if d<1833 & dam<75260, ;92;1833;75260;2;2;2;2;1;2;1;8.9809864e-06;.42834312;9.5202761;16.765209;7.2449341
nbreg d c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.year##c.dam if d<1833 &;92;1833;75260;2;2;2;2;1;2;2;2.3179293e-06;.80034059;11.720358;14.599322;2.8789639
nbreg d c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.post79##c.dam if d<1833;92;1833;75260;2;2;2;2;1;2;3;2.5276274e-06;.77536166;11.274386;14.483232;3.2088459
nbreg d c.dam#c.masfem dam masfem c.zwin#c.masfem zwin   if d<1833 & dam<75260, ;92;1833;75260;2;2;2;2;1;3;1;-1.8704960e-06;.83074546;10.998737;15.373876;4.3751388
nbreg d c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.year##c.dam if d<1833 &;92;1833;75260;2;2;2;2;1;3;2;-4.6844707e-06;.47171769;10.976835;15.28258;4.3057451
nbreg d c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.post79##c.dam if d<1833;92;1833;75260;2;2;2;2;1;3;3;-4.6781620e-06;.49144873;11.298113;14.975602;3.6774883
nbreg d c.dam#c.masfem dam masfem c.zcat#c.masfem zcat   if d<1833 & dam<75260, ;92;1833;75260;2;2;2;2;1;4;1;-2.8422373e-06;.74453479;10.812547;15.454216;4.6416698
nbreg d c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.year##c.dam if d<1833 &;92;1833;75260;2;2;2;2;1;4;2;-8.1214366e-06;.17721348;11.186152;14.991858;3.8057053
nbreg d c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.post79##c.dam if d<1833;92;1833;75260;2;2;2;2;1;4;3;-8.1912240e-06;.19431275;11.516904;14.587563;3.0706584
nbreg d c.dam#c.masfem dam masfem c.z3#c.masfem z3   if d<1833 & dam<75260, robu;92;1833;75260;2;2;2;2;1;5;1;7.2070753e-07;.94116014;10.944865;15.499259;4.5543938
nbreg d c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.year##c.dam if d<1833 & dam;92;1833;75260;2;2;2;2;1;5;2;-4.8192574e-06;.49795854;11.771775;14.805316;3.0335405
nbreg d c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.post79##c.dam if d<1833 & d;92;1833;75260;2;2;2;2;1;5;3;-4.5622746e-06;.53253001;11.85585;14.4545;2.5986497
nbreg d masfem dam z3   if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;2;1;6;1;.057226039;.29060605;11.35146;15.78355;4.4320912
nbreg d masfem dam z3 c.year##c.dam if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;2;1;6;2;.037533119;.4366757;12.069931;14.982878;2.9129469
nbreg d masfem dam z3 c.post79##c.dam if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;2;1;6;3;.033849463;.48551014;12.028716;14.618235;2.5895185
nbreg d c.lndam#c.masfem lndam masfem   if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;2;2;1;1;.020593435;.3382495;8.3187647;12.783127;4.4643617
nbreg d c.lndam#c.masfem lndam masfem c.year##c.lndam if d<1833 & dam<75260, rob;92;1833;75260;2;2;2;2;2;1;2;.004944786;.82538718;8.9235554;12.090014;3.1664584
nbreg d c.lndam#c.masfem lndam masfem c.post79##c.lndam if d<1833 & dam<75260, r;92;1833;75260;2;2;2;2;2;1;3;.00027474566;.98791426;8.7133427;11.181447;2.4681039
nbreg d c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin   if d<1833 & dam<752;92;1833;75260;2;2;2;2;2;2;1;.0040266453;.90681434;8.442215;12.208683;3.7664676
nbreg d c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.year##c.lndam if d<;92;1833;75260;2;2;2;2;2;2;2;-.014003571;.68571639;9.0124531;11.521536;2.5090826
nbreg d c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.post79##c.lndam if ;92;1833;75260;2;2;2;2;2;2;3;-.013481061;.64862204;8.7730188;10.697253;1.9242342
nbreg d c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin   if d<1833 & dam<752;92;1833;75260;2;2;2;2;2;3;1;-.03850254;.19178486;7.0004888;11.292555;4.2920661
nbreg d c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.year##c.lndam if d<;92;1833;75260;2;2;2;2;2;3;2;-.052842982;.071599215;6.9822068;11.159182;4.1769748
nbreg d c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.post79##c.lndam if ;92;1833;75260;2;2;2;2;2;3;3;-.050725456;.042069159;6.9572425;10.554767;3.5975242
nbreg d c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat   if d<1833 & dam<752;92;1833;75260;2;2;2;2;2;4;1;-.026454559;.35048345;7.0421853;11.400628;4.3584428
nbreg d c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.year##c.lndam if d<;92;1833;75260;2;2;2;2;2;4;2;-.042920567;.13121721;6.9695821;11.214466;4.244884
nbreg d c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.post79##c.lndam if ;92;1833;75260;2;2;2;2;2;4;3;-.042205904;.069910727;6.9454479;10.507567;3.5621197
nbreg d c.lndam#c.masfem lndam masfem c.z3#c.masfem z3   if d<1833 & dam<75260, ;92;1833;75260;2;2;2;2;2;5;1;-.033477053;.30242768;7.5006552;11.522383;4.021728
nbreg d c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.year##c.lndam if d<1833;92;1833;75260;2;2;2;2;2;5;2;-.051580414;.10921482;7.5232162;11.271497;3.7482803
nbreg d c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.post79##c.lndam if d<18;92;1833;75260;2;2;2;2;2;5;3;-.048697248;.072043486;7.5013328;10.553129;3.0517967
nbreg d masfem lndam z3   if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;2;2;6;1;.060890749;.18026485;8.7689962;12.452894;3.6838977
nbreg d masfem lndam z3 c.year##c.lndam if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;2;2;6;2;.047334563;.27949145;9.0273304;11.856826;2.8294961
nbreg d masfem lndam z3 c.post79##c.lndam if d<1833 & dam<75260, robust;92;1833;75260;2;2;2;2;2;6;3;.036810108;.37609738;8.8427677;10.931255;2.0884876
reg lnd c.dam#c.female dam female   if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;1;1;1;1;1.5198647e-06;.95758253;1.9481682;2.095129;.3538028
reg lnd c.dam#c.female dam female c.year##c.dam if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;1;1;1;2;-.000011326368;.66151154;1.9722269;2.1184387;1.1028464
reg lnd c.dam#c.female dam female c.post79##c.dam if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;1;1;1;3;-.000021422939;.41488841;1.9663147;2.0946617;1.035959
reg lnd c.dam#c.female dam female c.zmin#c.female zmin   if d<1833 & dam<62030, ;91;1833;62030;2;3;1;1;1;2;1;.000011393962;.80912602;1.9455345;2.0881402;.74826074
reg lnd c.dam#c.female dam female c.zmin#c.female zmin c.year##c.dam if d<1833 &;91;1833;62030;2;3;1;1;1;2;2;-1.6093378e-06;.971286;1.9685664;2.105778;1.0703696
reg lnd c.dam#c.female dam female c.zmin#c.female zmin c.post79##c.dam if d<1833;91;1833;62030;2;3;1;1;1;2;3;-8.3247360e-06;.85422552;1.9692843;2.0842564;.8852331
reg lnd c.dam#c.female dam female c.zwin#c.female zwin   if d<1833 & dam<62030, ;91;1833;62030;2;3;1;1;1;3;1;-.000025282659;.47270536;1.9364836;2.0707884;.99532253
reg lnd c.dam#c.female dam female c.zwin#c.female zwin c.year##c.dam if d<1833 &;91;1833;62030;2;3;1;1;1;3;2;-.000030989671;.4011057;1.9177554;2.105226;1.3055159
reg lnd c.dam#c.female dam female c.zwin#c.female zwin c.post79##c.dam if d<1833;91;1833;62030;2;3;1;1;1;3;3;-.000038680955;.29798457;1.9236064;2.0860798;1.1070688
reg lnd c.dam#c.female dam female c.zcat#c.female zcat   if d<1833 & dam<62030, ;91;1833;62030;2;3;1;1;1;4;1;-.000034584929;.31543136;1.9288516;2.0696311;.88485032
reg lnd c.dam#c.female dam female c.zcat#c.female zcat c.year##c.dam if d<1833 &;91;1833;62030;2;3;1;1;1;4;2;-.000044651126;.18856579;1.920665;2.1029451;1.2983196
reg lnd c.dam#c.female dam female c.zcat#c.female zcat c.post79##c.dam if d<1833;91;1833;62030;2;3;1;1;1;4;3;-.000053803938;.11237831;1.9267851;2.0791438;1.1103984
reg lnd c.dam#c.female dam female c.z3#c.female z3   if d<1833 & dam<62030, robu;91;1833;62030;2;3;1;1;1;5;1;-.000019225377;.64716673;1.9473917;2.0736547;.88753194
reg lnd c.dam#c.female dam female c.z3#c.female z3 c.year##c.dam if d<1833 & dam;91;1833;62030;2;3;1;1;1;5;2;-.000028699287;.48974663;1.9372139;2.1052866;1.2171001
reg lnd c.dam#c.female dam female c.z3#c.female z3 c.post79##c.dam if d<1833 & d;91;1833;62030;2;3;1;1;1;5;3;-.000036055266;.39092427;1.9439191;2.0834212;.98932755
reg lnd female dam z3   if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;1;1;6;1;.10109513;.67260224;1.9797783;2.0808735;.72086006
reg lnd female dam z3 c.year##c.dam if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;1;1;6;2;.14656948;.51912075;1.9652361;2.1118057;1.1947392
reg lnd female dam z3 c.post79##c.dam if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;1;1;6;3;.12624966;.58800489;1.962652;2.0889018;.99951923
reg lnd c.lndam#c.female lndam female   if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;1;2;1;1;.15103163;.10170169;2.0049627;2.0422707;.71281242
reg lnd c.lndam#c.female lndam female c.year##c.lndam if d<1833 & dam<62030, rob;91;1833;62030;2;3;1;1;2;1;2;.11086012;.28924662;1.9803207;2.0621562;1.5635513
reg lnd c.lndam#c.female lndam female c.post79##c.lndam if d<1833 & dam<62030, r;91;1833;62030;2;3;1;1;2;1;3;.058677871;.53302729;1.9499029;2.0511682;1.7855541
reg lnd c.lndam#c.female lndam female c.zmin#c.female zmin   if d<1833 & dam<620;91;1833;62030;2;3;1;1;2;2;1;.09302289;.53080791;2.0014503;2.0481763;.87943065
reg lnd c.lndam#c.female lndam female c.zmin#c.female zmin c.year##c.lndam if d<;91;1833;62030;2;3;1;1;2;2;2;.039927918;.79786295;1.9798067;2.0676961;1.6431013
reg lnd c.lndam#c.female lndam female c.zmin#c.female zmin c.post79##c.lndam if ;91;1833;62030;2;3;1;1;2;2;3;.0069305887;.95989817;1.9558151;2.0535631;1.6965055
reg lnd c.lndam#c.female lndam female c.zwin#c.female zwin   if d<1833 & dam<620;91;1833;62030;2;3;1;1;2;3;1;.0055042561;.96656835;1.9897159;2.0381107;.93626392
reg lnd c.lndam#c.female lndam female c.zwin#c.female zwin c.year##c.lndam if d<;91;1833;62030;2;3;1;1;2;3;2;-.037192103;.79759729;1.9516869;2.0634515;2.1075203
reg lnd c.lndam#c.female lndam female c.zwin#c.female zwin c.post79##c.lndam if ;91;1833;62030;2;3;1;1;2;3;3;-.084272511;.51133597;1.9294802;2.0503545;2.1070042
reg lnd c.lndam#c.female lndam female c.zcat#c.female zcat   if d<1833 & dam<620;91;1833;62030;2;3;1;1;2;4;1;.0091391159;.94586915;1.9844314;2.0380018;1.0237271
reg lnd c.lndam#c.female lndam female c.zcat#c.female zcat c.year##c.lndam if d<;91;1833;62030;2;3;1;1;2;4;2;-.038044989;.79427439;1.947849;2.0631223;2.1583626
reg lnd c.lndam#c.female lndam female c.zcat#c.female zcat c.post79##c.lndam if ;91;1833;62030;2;3;1;1;2;4;3;-.08832676;.48385108;1.9216864;2.0496707;2.2138672
reg lnd c.lndam#c.female lndam female c.z3#c.female z3   if d<1833 & dam<62030, ;91;1833;62030;2;3;1;1;2;5;1;.012615788;.92895526;2.0006366;2.0402336;.76318973
reg lnd c.lndam#c.female lndam female c.z3#c.female z3 c.year##c.lndam if d<1833;91;1833;62030;2;3;1;1;2;5;2;-.037067551;.80673558;1.9613937;2.0665863;1.9797649
reg lnd c.lndam#c.female lndam female c.z3#c.female z3 c.post79##c.lndam if d<18;91;1833;62030;2;3;1;1;2;5;3;-.078600086;.55272019;1.9400066;2.0524166;1.9653
reg lnd female lndam z3   if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;1;2;6;1;.011573021;.95781159;2.0407712;2.0523443;.23139097
reg lnd female lndam z3 c.year##c.lndam if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;1;2;6;2;.083619483;.71164531;1.9928297;2.0764492;1.6421204
reg lnd female lndam z3 c.post79##c.lndam if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;1;2;6;3;.098944157;.66171354;1.9567603;2.0557044;1.7708303
nbreg d c.dam#c.female dam female   if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;2;1;1;1;-3.8029775e-06;.93268043;10.156842;19.776217;9.6193743
nbreg d c.dam#c.female dam female c.year##c.dam if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;2;1;1;2;-.000030549149;.40952668;12.855116;17.189451;4.3343353
nbreg d c.dam#c.female dam female c.post79##c.dam if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;2;1;1;3;-.000035161083;.39158261;12.7895;16.84366;4.0541592
nbreg d c.dam#c.female dam female c.zmin#c.female zmin   if d<1833 & dam<62030, ;91;1833;62030;2;3;1;2;1;2;1;.00007984737;.19834518;9.0947866;15.680223;6.5854378
nbreg d c.dam#c.female dam female c.zmin#c.female zmin c.year##c.dam if d<1833 &;91;1833;62030;2;3;1;2;1;2;2;.000028036691;.60395545;11.31338;13.567614;2.2542329
nbreg d c.dam#c.female dam female c.zmin#c.female zmin c.post79##c.dam if d<1833;91;1833;62030;2;3;1;2;1;2;3;.000013619941;.79715168;11.12953;13.303103;2.1735733
nbreg d c.dam#c.female dam female c.zwin#c.female zwin   if d<1833 & dam<62030, ;91;1833;62030;2;3;1;2;1;3;1;8.4832463e-06;.8510589;10.191764;14.268383;4.0766191
nbreg d c.dam#c.female dam female c.zwin#c.female zwin c.year##c.dam if d<1833 &;91;1833;62030;2;3;1;2;1;3;2;-.000016879983;.61872411;9.7742205;14.447765;4.6735449
nbreg d c.dam#c.female dam female c.zwin#c.female zwin c.post79##c.dam if d<1833;91;1833;62030;2;3;1;2;1;3;3;-.000022572784;.53184277;10.280987;13.927761;3.6467736
nbreg d c.dam#c.female dam female c.zcat#c.female zcat   if d<1833 & dam<62030, ;91;1833;62030;2;3;1;2;1;4;1;1.3605199e-06;.97605795;10.040277;14.344081;4.3038034
nbreg d c.dam#c.female dam female c.zcat#c.female zcat c.year##c.dam if d<1833 &;91;1833;62030;2;3;1;2;1;4;2;-.000041175848;.18061389;9.9799585;14.16563;4.1856718
nbreg d c.dam#c.female dam female c.zcat#c.female zcat c.post79##c.dam if d<1833;91;1833;62030;2;3;1;2;1;4;3;-.000050268001;.13465407;10.547342;13.501121;2.953778
nbreg d c.dam#c.female dam female c.z3#c.female z3   if d<1833 & dam<62030, robu;91;1833;62030;2;3;1;2;1;5;1;.000024330389;.63842034;10.227738;14.387667;4.1599283
nbreg d c.dam#c.female dam female c.z3#c.female z3 c.year##c.dam if d<1833 & dam;91;1833;62030;2;3;1;2;1;5;2;-.000021098162;.58894348;10.663984;13.940357;3.2763736
nbreg d c.dam#c.female dam female c.z3#c.female z3 c.post79##c.dam if d<1833 & d;91;1833;62030;2;3;1;2;1;5;3;-.00002777189;.49773079;11.014041;13.347297;2.3332553
nbreg d female dam z3   if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;2;1;6;1;.2912069;.36499989;11.021441;14.747145;3.7257035
nbreg d female dam z3 c.year##c.dam if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;2;1;6;2;.1786578;.54524928;11.703033;13.992282;2.2892485
nbreg d female dam z3 c.post79##c.dam if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;2;1;6;3;.13740313;.64427835;11.737047;13.465803;1.7287562
nbreg d c.lndam#c.female lndam female   if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;2;2;1;1;.18900207;.13088156;8.570962;12.049406;3.4784439
nbreg d c.lndam#c.female lndam female c.year##c.lndam if d<1833 & dam<62030, rob;91;1833;62030;2;3;1;2;2;1;2;.089018114;.50320327;9.46735;11.272071;1.8047209
nbreg d c.lndam#c.female lndam female c.post79##c.lndam if d<1833 & dam<62030, r;91;1833;62030;2;3;1;2;2;1;3;.034869518;.7518158;9.0841436;10.566051;1.4819074
nbreg d c.lndam#c.female lndam female c.zmin#c.female zmin   if d<1833 & dam<620;91;1833;62030;2;3;1;2;2;2;1;.089948945;.62991774;8.578126;11.61578;3.0376539
nbreg d c.lndam#c.female lndam female c.zmin#c.female zmin c.year##c.lndam if d<;91;1833;62030;2;3;1;2;2;2;2;-.021958129;.91231495;9.3111868;10.942729;1.6315423
nbreg d c.lndam#c.female lndam female c.zmin#c.female zmin c.post79##c.lndam if ;91;1833;62030;2;3;1;2;2;2;3;-.074753799;.68007064;8.9725132;10.22258;1.2500664
nbreg d c.lndam#c.female lndam female c.zwin#c.female zwin   if d<1833 & dam<620;91;1833;62030;2;3;1;2;2;3;1;-.13781986;.38647199;7.336431;10.917312;3.5808809
nbreg d c.lndam#c.female lndam female c.zwin#c.female zwin c.year##c.lndam if d<;91;1833;62030;2;3;1;2;2;3;2;-.20337285;.22609413;7.2951822;10.950232;3.6550496
nbreg d c.lndam#c.female lndam female c.zwin#c.female zwin c.post79##c.lndam if ;91;1833;62030;2;3;1;2;2;3;3;-.23882553;.11314839;7.1708546;10.392502;3.2216477
nbreg d c.lndam#c.female lndam female c.zcat#c.female zcat   if d<1833 & dam<620;91;1833;62030;2;3;1;2;2;4;1;-.091495924;.55036712;7.3476162;10.956452;3.6088357
nbreg d c.lndam#c.female lndam female c.zcat#c.female zcat c.year##c.lndam if d<;91;1833;62030;2;3;1;2;2;4;2;-.19121;.23927654;7.311564;10.864027;3.5524626
nbreg d c.lndam#c.female lndam female c.zcat#c.female zcat c.post79##c.lndam if ;91;1833;62030;2;3;1;2;2;4;3;-.22994091;.098876342;7.1632791;10.196801;3.0335217
nbreg d c.lndam#c.female lndam female c.z3#c.female z3   if d<1833 & dam<62030, ;91;1833;62030;2;3;1;2;2;5;1;-.12824982;.47862205;7.7814989;11.090045;3.3085465
nbreg d c.lndam#c.female lndam female c.z3#c.female z3 c.year##c.lndam if d<1833;91;1833;62030;2;3;1;2;2;5;2;-.2313288;.21768315;7.8300395;10.962423;3.1323833
nbreg d c.lndam#c.female lndam female c.z3#c.female z3 c.post79##c.lndam if d<18;91;1833;62030;2;3;1;2;2;5;3;-.26193935;.11623455;7.6936541;10.275538;2.5818844
nbreg d female lndam z3   if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;2;2;6;1;.2592729;.36446738;9.1871195;11.906392;2.7192719
nbreg d female lndam z3 c.year##c.lndam if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;2;2;6;2;.18256982;.52391613;9.4181032;11.304529;1.8864267
nbreg d female lndam z3 c.post79##c.lndam if d<1833 & dam<62030, robust;91;1833;62030;2;3;1;2;2;6;3;.1376072;.60828614;9.0824394;10.422323;1.3398843
reg lnd c.dam#c.masfem dam masfem   if d<1833 & dam<62030, robust;91;1833;62030;2;3;2;1;1;1;1;8.8987201e-07;.85294724;1.933188;2.1018519;.39478943
reg lnd c.dam#c.masfem dam masfem c.year##c.dam if d<1833 & dam<62030, robust;91;1833;62030;2;3;2;1;1;1;2;-1.6834446e-06;.71141672;1.9826192;2.1123285;.9683814
reg lnd c.dam#c.masfem dam masfem c.post79##c.dam if d<1833 & dam<62030, robust;91;1833;62030;2;3;2;1;1;1;3;-3.2285334e-06;.48771638;1.9802636;2.0862715;.82943505
reg lnd c.dam#c.masfem dam masfem c.zmin#c.masfem zmin   if d<1833 & dam<62030, ;91;1833;62030;2;3;2;1;1;2;1;3.1289906e-06;.69495255;1.9460982;2.088717;.76808178
reg lnd c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.year##c.dam if d<1833 &;91;1833;62030;2;3;2;1;1;2;2;4.8075947e-07;.94995862;1.9877698;2.0963831;.86671758
reg lnd c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.post79##c.dam if d<1833;91;1833;62030;2;3;2;1;1;2;3;-4.4898366e-07;.9541291;1.9888541;2.0746882;.67573863
reg lnd c.dam#c.masfem dam masfem c.zwin#c.masfem zwin   if d<1833 & dam<62030, ;91;1833;62030;2;3;2;1;1;3;1;-4.1395879e-06;.5203591;1.9306335;2.073761;1.045452
reg lnd c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.year##c.dam if d<1833 &;91;1833;62030;2;3;2;1;1;3;2;-5.2166451e-06;.43254709;1.938992;2.0953887;1.1133971
reg lnd c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.post79##c.dam if d<1833;91;1833;62030;2;3;2;1;1;3;3;-6.2277481e-06;.34699619;1.9463956;2.074692;.8945092
reg lnd c.dam#c.masfem dam masfem c.zcat#c.masfem zcat   if d<1833 & dam<62030, ;91;1833;62030;2;3;2;1;1;4;1;-5.5643486e-06;.38704619;1.9201658;2.073056;.96433979
reg lnd c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.year##c.dam if d<1833 &;91;1833;62030;2;3;2;1;1;4;2;-7.4166569e-06;.23775162;1.9391211;2.0927763;1.1550252
reg lnd c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.post79##c.dam if d<1833;91;1833;62030;2;3;2;1;1;4;3;-8.6842847e-06;.16794048;1.9470757;2.067723;.92554796
reg lnd c.dam#c.masfem dam masfem c.z3#c.masfem z3   if d<1833 & dam<62030, robu;91;1833;62030;2;3;2;1;1;5;1;-2.9411665e-06;.69215262;1.9464093;2.0734389;.89516687
reg lnd c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.year##c.dam if d<1833 & dam;91;1833;62030;2;3;2;1;1;5;2;-4.6554783e-06;.52560234;1.9619967;2.0923967;.97439212
reg lnd c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.post79##c.dam if d<1833 & d;91;1833;62030;2;3;2;1;1;5;3;-5.6751278e-06;.44175011;1.9693353;2.0698118;.73593444
reg lnd masfem dam z3   if d<1833 & dam<62030, robust;91;1833;62030;2;3;2;1;1;6;1;.019699624;.61367124;1.9716327;2.0851026;.80572033
reg lnd masfem dam z3 c.year##c.dam if d<1833 & dam<62030, robust;91;1833;62030;2;3;2;1;1;6;2;.021413021;.56888622;1.9810871;2.1044261;1.0133009
reg lnd masfem dam z3 c.post79##c.dam if d<1833 & dam<62030, robust;91;1833;62030;2;3;2;1;1;6;3;.017637616;.64912367;1.9797068;2.0812993;.810233
reg lnd c.lndam#c.masfem lndam masfem   if d<1833 & dam<62030, robust;91;1833;62030;2;3;2;1;2;1;1;.022242408;.19225219;1.9724168;2.0679317;1.8465023
