spec;sk;k1;k2;k3;k4;k5;k6;b;p_b
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                     ;651;2;2;3;1;1;3;.039699733;.030005004
capture noisily reghdfe  loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;652;2;2;3;1;2;1;.062924832;.0073521761
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;653;2;2;3;1;2;2;.016800044;.3163411
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;654;2;2;3;1;2;3;.045907229;.020766541
capture noisily reghdfe  loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                          ;655;2;2;3;1;3;1;.073312759;.0047281906
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                          ;656;2;2;3;1;3;2;.020574994;.26988849
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                          ;657;2;2;3;1;3;3;.057315726;.014836338
capture noisily reghdfe  loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;658;2;2;3;1;4;1;.055230029;.0001603019
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;659;2;2;3;1;4;2;.035051402;.0032874884
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;660;2;2;3;1;4;3;.05182717;.000039955383
capture noisily reghdfe  loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;661;2;2;3;1;5;1;.063238949;.0003579667
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;662;2;2;3;1;5;2;.034555875;.0097193513
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;663;2;2;3;1;5;3;.058593839;.00012950705
capture noisily reghdfe  loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                            ;664;2;2;3;1;6;1;.068633623;.00059438287
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                            ;665;2;2;3;1;6;2;.036248248;.027476452
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                            ;666;2;2;3;1;6;3;.063455991;.00034455024
capture noisily reghdfe  loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;667;2;2;3;2;1;1;.012892353;.065594122
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;668;2;2;3;2;1;2;.0032776129;.55301654
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;669;2;2;3;2;1;3;.0094711203;.11055975
capture noisily reghdfe  loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;670;2;2;3;2;2;1;.017430151;.019302566
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;671;2;2;3;2;2;2;.0056387833;.34560901
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;672;2;2;3;2;2;3;.011964768;.054273192
capture noisily reghdfe  loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                           ;673;2;2;3;2;3;1;.021616103;.0072592376
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                           ;674;2;2;3;2;3;2;.0067177694;.31529835
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                           ;675;2;2;3;2;3;3;.016296851;.021081289
capture noisily reghdfe  loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;676;2;2;3;2;4;1;.013176411;.0084806941
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;677;2;2;3;2;4;2;.0090634776;.033370413
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;678;2;2;3;2;4;3;.011601123;.007298226
capture noisily reghdfe  loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                         ;679;2;2;3;2;5;1;.01789891;.0039179088
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                         ;680;2;2;3;2;5;2;.011182214;.020742407
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                         ;681;2;2;3;2;5;3;.015702328;.0033664666
capture noisily reghdfe  loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                             ;682;2;2;3;2;6;1;.018011782;.01330961
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                             ;683;2;2;3;2;6;2;.009875291;.08203572
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                             ;684;2;2;3;2;6;3;.015644031;.014072418
capture noisily reghdfe  loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                   ;685;2;2;4;1;1;1;.045285691;.025351826
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                   ;686;2;2;4;1;1;2;.0068208394;.64153528
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                   ;687;2;2;4;1;1;3;.031788263;.066865519
capture noisily reghdfe  loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                    ;688;2;2;4;1;2;1;.064512357;.0033121498
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                    ;689;2;2;4;1;2;2;.020127647;.21647161
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                    ;690;2;2;4;1;2;3;.046872679;.013490827
capture noisily reghdfe  loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                        ;691;2;2;4;1;3;1;.087435141;.0016787463
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                        ;692;2;2;4;1;3;2;.032471485;.086969696
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                        ;693;2;2;4;1;3;3;.070650205;.0045875306
capture noisily reghdfe  loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                     ;694;2;2;4;1;4;1;.050375018;.00036029017
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                     ;695;2;2;4;1;4;2;.033460222;.0046917442
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                     ;696;2;2;4;1;4;3;.04739771;.00010692932
capture noisily reghdfe  loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                      ;697;2;2;4;1;5;1;.063573524;.00017605546
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                      ;698;2;2;4;1;5;2;.037111253;.0045972066
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                      ;699;2;2;4;1;5;3;.058641408;.000070946175
capture noisily reghdfe  loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                          ;700;2;2;4;1;6;1;.076487288;.00013812725
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                          ;701;2;2;4;1;6;2;.049048703;.0033554616
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                          ;702;2;2;4;1;6;3;.070340514;.000074575713
capture noisily reghdfe  loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                    ;703;2;2;4;2;1;1;.011934273;.07802438
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                    ;704;2;2;4;2;1;2;.0030963689;.56020099
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                    ;705;2;2;4;2;1;3;.0085873865;.13298282
capture noisily reghdfe  loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                     ;706;2;2;4;2;2;1;.019187275;.0095578637
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                     ;707;2;2;4;2;2;2;.0067524142;.24318987
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                     ;708;2;2;4;2;2;3;.013790289;.025518609
capture noisily reghdfe  loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                         ;709;2;2;4;2;3;1;.028245172;.0017237994
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                         ;710;2;2;4;2;3;2;.012263676;.093093947
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                         ;711;2;2;4;2;3;3;.022710504;.0038389885
capture noisily reghdfe  loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                      ;712;2;2;4;2;4;1;.013009703;.0092019625
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                      ;713;2;2;4;2;4;2;.0078906156;.057295896
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                      ;714;2;2;4;2;4;3;.011736136;.0068163639
capture noisily reghdfe  loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                       ;715;2;2;4;2;5;1;.018367393;.0026027372
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                       ;716;2;2;4;2;5;2;.010703914;.02105289
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                       ;717;2;2;4;2;5;3;.016429305;.0019368366
capture noisily reghdfe  loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                           ;718;2;2;4;2;6;1;.020668801;.0044409139
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                           ;719;2;2;4;2;6;2;.01278016;.033675641
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                           ;720;2;2;4;2;6;3;.018271619;.0041968813
capture noisily reghdfe  loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.;721;2;3;1;1;1;1;.047651235;.021571416
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.;722;2;3;1;1;1;2;.0017438828;.90492558
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.;723;2;3;1;1;1;3;.033167124;.052698605
capture noisily reghdfe  loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;724;2;3;1;1;2;1;.057879139;.010536156
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;725;2;3;1;1;2;2;.0070411572;.66366124
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;726;2;3;1;1;2;3;.038599975;.039175123
capture noisily reghdfe  loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_;727;2;3;1;1;3;1;.062129002;.01576544
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_;728;2;3;1;1;3;2;.0044745165;.80978811
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_;729;2;3;1;1;3;3;.046130333;.048185769
capture noisily reghdfe  loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;730;2;3;1;1;4;1;.049824465;.00043962899
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;731;2;3;1;1;4;2;.023626545;.044848341
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;732;2;3;1;1;4;3;.045823224;.00016566992
capture noisily reghdfe  loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;733;2;3;1;1;5;1;.054083351;.0014269718
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;734;2;3;1;1;5;2;.020359989;.11664282
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;735;2;3;1;1;5;3;.048005104;.00091602246
capture noisily reghdfe  loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_op;736;2;3;1;1;6;1;.056842845;.0035040861
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_op;737;2;3;1;1;6;2;.022798155;.15396364
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_op;738;2;3;1;1;6;3;.050853539;.0030387326
capture noisily reghdfe  loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;739;2;3;1;2;1;1;.010952989;.10056876
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;740;2;3;1;2;1;2;.0011265109;.83090466
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;741;2;3;1;2;1;3;.0073976549;.18297796
capture noisily reghdfe  loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;742;2;3;1;2;2;1;.015062819;.036211427
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;743;2;3;1;2;2;2;.002649744;.64068586
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;744;2;3;1;2;2;3;.0092040477;.11564299
capture noisily reghdfe  loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_o;745;2;3;1;2;3;1;.018318597;.020725682
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_o;746;2;3;1;2;3;2;.0019524611;.76453799
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_o;747;2;3;1;2;3;3;.013064958;.060250528
capture noisily reghdfe  loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;748;2;3;1;2;4;1;.01093594;.023017645
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;749;2;3;1;2;4;2;.004972646;.22802548
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;750;2;3;1;2;4;3;.0092388634;.026406044
capture noisily reghdfe  loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers;751;2;3;1;2;5;1;.013574006;.018525727
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers;752;2;3;1;2;5;2;.0056669703;.2210408
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers;753;2;3;1;2;5;3;.011121523;.02410101
capture noisily reghdfe  loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_opw;754;2;3;1;2;6;1;.012237013;.062342111
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_opw;755;2;3;1;2;6;2;.0036050647;.50940806
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_opw;756;2;3;1;2;6;3;.0098721152;.085038379
capture noisily reghdfe  loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 ;757;2;3;2;1;1;1;.05129841;.035817135
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 ;758;2;3;2;1;1;2;.01071308;.50442463
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 ;759;2;3;2;1;1;3;.034178205;.088867895
capture noisily reghdfe  loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;760;2;3;2;1;2;1;.069724366;.0076911189
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;761;2;3;2;1;2;2;.017169973;.33115876
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;762;2;3;2;1;2;3;.04640308;.032327067
capture noisily reghdfe  loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.per;763;2;3;2;1;3;1;.086557165;.0060918983
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.per;764;2;3;2;1;3;2;.01889338;.35696226
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.per;765;2;3;2;1;3;3;.06216757;.023407836
capture noisily reghdfe  loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;766;2;3;2;1;4;1;.054436818;.00058302487
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;767;2;3;2;1;4;2;.029150939;.019212786
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;768;2;3;2;1;4;3;.04984159;.00020742846
capture noisily reghdfe  loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;769;2;3;2;1;5;1;.064213596;.00079424464
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;770;2;3;2;1;5;2;.028131897;.040411141
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;771;2;3;2;1;5;3;.05624833;.0006016164
capture noisily reghdfe  loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_;772;2;3;2;1;6;1;.076580636;.0006710845
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_;773;2;3;2;1;6;2;.039511565;.021459606
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_;774;2;3;2;1;6;3;.066510201;.00067562424
